previous_step,Group Test,Group Control,Group No Participation
confirm,4.174889656495874,2.593694421988682,3.695806566738044
start,0.5295987947986045,0.6520433867208061,0.6055379916983892
step_1,0.6780902333948776,0.6003125671530992,0.639151057070873
step_2,1.4892513970017887,1.4612460676457997,1.494038274408044
step_3,1.876800491672726,2.0197772134126195,1.972241171036737
